datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C1;C2;D;D1_1;D1_3;D1_4;D1_2_1;D1_2_2;D1_2_3;D1_2_4;D1_2_5;D1_2_6;D1_2_7;D1_2_8;D1_2_9;D1_2_10;D2_1;D2_3;D2_4;D2_2_1;D2_2_2;D2_2_3;D2_2_4;D2_2_5;D2_2_6;D2_2_7;D2_2_8;D2_2_9;D2_2_10;D2_2_11;D2_2_12;D3_1;D3_3;D3_4;D3_2_1;D3_2_2;D3_2_3;D3_2_4;D3_2_5;D3_2_6;D3_2_7;D3_2_8;D3_2_9;D3_2_10;D3_2_11;D4_1;D4_3;D4_4;D4_2_1;D4_2_2;D4_2_3;D4_2_4;D4_2_5;D4_2_6;D4_2_7;D4_2_8;D4_2_9;D4_2_10;D4_2_11;D4_2_12;D5_1;D5_3;D5_4;D5_2_1;D5_2_2;D5_2_3;D5_2_4;D5_2_5;D5_2_6;D5_2_7;D5_2_8;D6_1;D6_3;D6_4;D6_2_1;D6_2_2;D6_2_3;D7_1;D7_3;D7_4;D7_2_1;D7_2_2;D7_2_3;D8_1;D8_3;D8_4;D8_2_1;D8_2_2;D8_2_3;D9_1;D9_3;D9_4;D9_2_1;D9_2_2;D10_1;D10_3;D10_4;D10_2_1;D11_4;D12_1;D12_3;D12_4;D12_2_1;D13_1;D13_3;D13_4;D13_2_1;D13_2_2;D14_1;D14_3;D14_4;D14_2_1;D14_2_2;D14_2_3;D15_1;D15_3;D15_4;D15_2_1;D16_1;D16_3;D16_4;D16_2_1;D16_2_2;D16_2_3;D16_2_4
13.09.2026;Stadtratswahl;03403000;922;922 Briefwahl;1;1;;;;;611;611;1;610;1823;347;212;559;57;31;3;18;24;41;15;4;12;7;173;187;360;116;16;16;6;5;5;3;8;0;3;6;3;115;132;247;13;70;9;2;0;2;1;3;4;7;21;210;75;285;38;10;1;7;6;4;9;;;;;;77;52;129;23;3;9;0;1;10;4;2;41;15;56;7;8;;58;26;84;16;10;;8;7;15;4;2;1;11;4;15;2;2;0;0;0;0;;9;4;13;4;4;1;5;1;;18;10;28;8;2;;11;5;16;5;6;5;11;3;0;2;0
13.09.2026;Stadtratswahl;03403000;923;923 Briefwahl;1;1;;;;;666;666;1;665;1990;371;159;530;52;16;11;11;5;28;18;1;12;5;174;274;448;173;53;8;11;2;1;14;2;0;3;7;0;135;160;295;15;70;19;6;1;6;0;4;3;4;32;176;70;246;32;13;5;4;8;1;7;;;;;;83;52;135;10;0;21;1;6;7;4;3;63;11;74;5;6;;74;35;109;31;4;;9;6;15;3;2;1;22;18;40;17;1;0;0;0;0;;3;7;10;7;5;3;8;3;;38;17;55;10;7;;6;2;8;2;7;10;17;2;5;2;1
13.09.2026;Stadtratswahl;03403000;924;924 Briefwahl;1;1;;;;;621;621;1;620;1848;339;153;492;55;21;4;6;5;28;0;6;19;9;219;270;489;201;25;6;9;5;0;1;9;0;5;7;2;156;99;255;7;49;10;2;4;1;4;1;2;3;16;182;71;253;40;13;5;3;6;1;3;;;;;;63;20;83;7;2;3;0;3;2;0;3;68;15;83;4;11;;50;17;67;10;7;;20;7;27;2;5;0;12;18;30;14;4;2;4;6;4;;5;2;7;2;1;0;1;0;;31;5;36;4;1;;1;6;7;6;8;4;12;0;0;4;0
13.09.2026;Stadtratswahl;03403000;925;925 Briefwahl;1;1;;;;;605;605;2;603;1765;329;196;525;70;16;8;9;12;26;31;1;17;6;156;280;436;202;32;15;12;6;1;0;2;0;5;4;1;71;63;134;7;35;5;3;0;0;3;1;4;0;5;169;128;297;62;37;4;5;6;5;9;;;;;;36;27;63;11;5;2;0;0;6;3;0;107;21;128;15;6;;44;25;69;22;3;;12;10;22;3;6;1;22;5;27;5;0;12;2;14;2;;9;2;11;2;4;0;4;0;;14;1;15;1;0;;10;3;13;3;2;5;7;1;0;3;1
13.09.2026;Stadtratswahl;03403000;926;926 Briefwahl;1;1;;;;;571;571;1;570;1685;276;122;398;35;22;4;6;5;25;9;1;9;6;189;336;525;284;10;11;1;6;3;5;5;1;3;1;6;87;165;252;6;105;3;17;9;3;0;0;2;1;19;110;86;196;41;14;13;5;7;1;5;;;;;;59;32;91;12;1;3;0;2;4;5;5;46;5;51;3;2;;39;17;56;13;4;;4;7;11;3;2;2;18;4;22;4;0;1;0;1;0;;9;1;10;1;0;1;1;1;;32;6;38;3;3;;18;2;20;2;10;3;13;3;0;0;0
13.09.2026;Stadtratswahl;03403000;930;930 Briefwahl;1;1;;;;;527;527;4;523;1567;283;204;487;37;85;8;24;27;9;1;5;6;2;231;140;371;51;23;10;5;10;0;11;3;7;7;8;5;97;100;197;25;11;26;6;0;3;11;16;1;0;1;169;48;217;5;19;7;5;0;3;1;1;0;0;4;3;23;11;34;1;4;5;1;;;;;31;21;52;13;8;;37;20;57;10;10;;9;1;10;1;0;;6;8;14;8;;;;;;;2;3;5;3;5;6;11;6;0;15;22;37;15;4;3;22;24;46;24;14;15;29;6;3;0;6
13.09.2026;Stadtratswahl;03403000;931;931 Briefwahl;1;1;;;;;815;815;1;814;2440;560;313;873;71;53;22;46;38;13;8;10;26;26;266;290;556;87;43;37;15;29;3;19;5;8;19;11;14;246;174;420;37;18;33;21;8;6;7;38;1;2;3;139;61;200;3;10;11;10;3;3;11;1;0;3;6;0;71;17;88;3;1;12;1;;;;;58;17;75;12;5;;58;23;81;10;13;;5;6;11;1;5;;23;1;24;1;;;;;;;20;2;22;2;12;8;20;7;1;26;13;39;7;5;1;10;13;23;13;6;2;8;1;1;0;0
13.09.2026;Stadtratswahl;03403000;932;932 Briefwahl;1;1;;;;;706;706;3;703;2107;495;197;692;66;23;23;19;29;5;9;6;6;11;239;148;387;45;27;31;9;6;0;3;2;2;5;6;12;185;119;304;34;11;13;14;2;7;2;31;1;1;3;235;57;292;18;7;9;2;0;1;1;7;0;4;4;4;58;27;85;10;3;12;2;;;;;74;3;77;3;0;;83;31;114;21;10;;14;12;26;8;4;;4;2;6;2;;;;;;;17;3;20;3;6;5;11;4;1;42;28;70;17;4;7;9;1;10;1;10;3;13;2;0;1;0
13.09.2026;Stadtratswahl;03403000;933;933 Briefwahl;1;1;;;;;691;691;0;691;2068;487;190;677;52;19;17;20;39;7;12;9;5;10;233;134;367;30;10;23;4;6;8;4;2;4;7;18;18;126;78;204;12;8;18;11;0;8;3;10;0;3;5;253;96;349;29;20;21;4;4;2;1;3;1;2;7;2;37;25;62;4;10;10;1;;;;;80;15;95;5;10;;93;34;127;23;11;;10;3;13;2;1;;16;3;19;3;;;;;;;7;2;9;2;13;4;17;4;0;34;45;79;42;2;1;13;8;21;8;17;12;29;7;3;0;2
13.09.2026;Stadtratswahl;03403000;934;934 Briefwahl;1;1;;;;;968;968;6;962;2877;651;256;907;63;51;20;26;47;9;18;9;8;5;355;296;651;36;33;140;17;9;9;7;2;5;7;17;14;281;143;424;33;15;29;20;6;9;2;24;2;0;3;265;74;339;13;9;11;13;3;1;5;3;1;3;5;7;57;18;75;6;1;8;3;;;;;91;14;105;7;7;;99;47;146;14;33;;13;6;19;4;2;;25;6;31;6;;;;;;;16;3;19;3;7;1;8;0;1;55;43;98;22;8;13;21;3;24;3;13;18;31;6;10;2;0
13.09.2026;Stadtratswahl;03403000;935;935 Briefwahl;1;1;;;;;447;447;0;447;1329;274;138;412;46;17;16;13;17;1;14;7;6;1;138;123;261;21;20;24;9;9;3;8;1;5;5;8;10;116;74;190;25;7;17;4;7;0;2;11;1;0;0;107;42;149;4;9;12;5;2;1;1;3;1;2;2;0;45;18;63;2;8;7;1;;;;;57;12;69;10;2;;74;14;88;6;8;;1;0;1;0;0;;14;5;19;5;;;;;;;9;3;12;3;6;0;6;0;0;35;14;49;7;6;1;1;4;5;4;4;1;5;1;0;0;0
